"","subject","trial","offer1","offer2","ev1","ev2","ev3","ev4","teacher.ch","teacher.reveal","student.ch","student.follow","reward","PEcard","PEteacher","Qcard1","Qcard2","Qcard3","Qcard4","Qteacher.opp","Qteacher.follow","Rcard","Rteacher"
"V15",1,15,1,3,0.59646,0.49114,0.58417,0.55222,1,1,3,0,1,0.338206886286822,0.135122474707902,0.435549838744892,0.511379221439669,0.661793113713178,0.389044060137602,0.864877525292098,0.227740186540388,0.341238869432368,0.549137684731183
"V16",1,16,3,2,0.59755,0.50503,0.60024,0.56968,3,0,2,0,1,0.488620778560331,0.069337810026223,0.435549838744892,0.511379221439669,0.760476214432408,0.389044060137602,0.930662189973777,0.227740186540388,0.502257534299423,0.707738010509178
"V17",1,17,4,3,0.59434,0.52875,0.59991,0.52079,3,1,4,0,0,-0.389044060137602,-0.930662189973777,0.435549838744892,0.701474232998377,0.760476214432408,0.389044060137602,0.930662189973777,0.227740186540388,0.506839479199116,0.707738010509178
"V18",1,18,4,3,0.59156,0.509,0.5763,0.5114,3,1,3,1,1,0.239523785567592,0.772259813459612,0.435549838744892,0.701474232998377,0.760476214432408,0.275527524172637,0.477567320066384,0.227740186540388,0.559138563631137,0.387061089936021
"V19",1,19,1,4,0.57219,0.50398,0.60982,0.54186,1,1,4,0,0,-0.275527524172637,-0.477567320066384,0.435549838744892,0.701474232998377,0.809099068497815,0.275527524172637,0.477567320066384,0.603716521975321,0.660273146304422,0.307032078909404
"V20",1,20,3,1,0.61166,0.48795,0.61674,0.59116,3,0,1,0,1,0.564450161255108,0.754937347135791,0.435549838744892,0.701474232998377,0.809099068497815,0.195133210747009,0.245062652864209,0.603716521975321,0.692521324294817,0.415230668718424
"V21",1,21,3,4,0.626,0.46267,0.63552,0.61515,4,1,3,0,0,-0.809099068497815,-0.245062652864209,0.655145821224903,0.701474232998377,0.809099068497815,0.195133210747009,0.245062652864209,0.603716521975321,0.56344112570008,0.415230668718424
"V22",1,22,3,2,0.6168,0.44465,0.64472,0.634,3,0,2,0,1,0.298525767001623,0.874246621773668,0.655145821224903,0.701474232998377,0.573017521652281,0.195133210747009,0.125753378226332,0.603716521975321,0.376309226031611,0.585869856254088
"V23",1,23,1,2,0.62828,0.40493,0.63783,0.59901,1,0,1,1,1,0.344854178775097,0.396283478024679,0.655145821224903,0.81761390944838,0.573017521652281,0.195133210747009,0.125753378226332,0.603716521975321,0.539643938385035,0.585869856254088
"V24",1,24,4,1,0.59664,0.42385,0.6338,0.60168,1,0,1,1,0,-0.789309291090985,-0.603716521975321,0.789309291090985,0.81761390944838,0.573017521652281,0.195133210747009,0.125753378226332,0.603716521975321,0.597662071965617,0.585869856254088
"V25",1,25,1,3,0.58137,0.4501,0.61148,0.55569,3,0,3,1,1,0.426982478347719,0.396283478024679,0.482233199780616,0.81761390944838,0.573017521652281,0.195133210747009,0.125753378226332,0.603716521975321,0.403281204038084,0.585869856254088
"V26",1,26,1,2,0.59153,0.46205,0.61056,0.61173,1,1,2,0,1,0.18238609055162,0.874246621773668,0.482233199780616,0.81761390944838,0.739132518636293,0.195133210747009,0.125753378226332,0.603716521975321,0.488542016300941,0.585869856254088
"V27",1,27,2,4,0.59209,0.45165,0.61382,0.60044,4,1,2,0,1,0.129168886309279,0.448617791434403,0.482233199780616,0.870831113690721,0.739132518636293,0.195133210747009,0.551382208565597,0.603716521975321,0.653839209600486,0.354747223198388
"V28",1,28,3,2,0.62092,0.4144,0.58598,0.5985,3,0,3,1,1,0.260867481363707,0.396283478024679,0.482233199780616,0.908520429710854,0.739132518636293,0.195133210747009,0.769792736078099,0.603716521975321,0.762837132126703,0.453519594411307
"V29",1,29,2,4,0.60553,0.40904,0.58579,0.6322,4,0,2,0,0,-0.908520429710854,-0.769792736078099,0.482233199780616,0.908520429710854,0.8406214627439,0.195133210747009,0.769792736078099,0.603716521975321,0.750929989159437,0.453519594411307
"V30",1,30,4,3,0.62351,0.3783,0.56046,0.62338,4,0,3,0,0,-0.8406214627439,-0.769792736078099,0.482233199780616,0.555065953018185,0.8406214627439,0.195133210747009,0.769792736078099,0.603716521975321,0.41967926362078,0.453519594411307
"V31",1,31,4,3,0.67525,0.35958,0.54781,0.6112,4,1,3,0,1,0.486417324160797,0.230207263921901,0.482233199780616,0.555065953018185,0.513582675839203,0.195133210747009,0.769792736078099,0.603716521975321,0.288926743038183,0.453519594411307
"V32",1,32,2,3,0.66982,0.29948,0.56741,0.58426,3,1,2,0,0,-0.555065953018185,-0.881869632960919,0.482233199780616,0.555065953018185,0.65551109816893,0.195133210747009,0.881869632960919,0.603716521975321,0.40177440922723,0.61238780443533
"V33",1,33,3,1,0.69644,0.32876,0.52133,0.61598,1,1,1,1,1,0.517766800219384,0.396283478024679,0.482233199780616,0.393107011410309,0.65551109816893,0.195133210747009,0.452529523384783,0.603716521975321,0.423454069912993,0.364115712924857
"V34",1,34,1,3,0.66794,0.29555,0.51182,0.59208,1,1,3,0,0,-0.65551109816893,-0.452529523384783,0.587338834727571,0.393107011410309,0.65551109816893,0.195133210747009,0.452529523384783,0.796647977509257,0.452979609450198,0.484470389435005
"V35",1,35,4,1,0.62313,0.3102,0.53021,0.60231,1,1,1,1,1,0.412661165272429,0.203352022490743,0.587338834727571,0.393107011410309,0.464243946771198,0.195133210747009,0.232214560838534,0.796647977509257,0.39848328253209,0.516116172029539
"V36",1,36,3,2,0.61142,0.33093,0.53967,0.5842,3,0,3,1,0,-0.464243946771198,-0.895650342887875,0.671108233954272,0.393107011410309,0.464243946771198,0.195133210747009,0.232214560838534,0.895650342887875,0.493347940884914,0.657031033014871
"V37",1,37,2,3,0.62674,0.30782,0.50651,0.58535,3,0,3,1,0,-0.283632596825026,-0.895650342887875,0.671108233954272,0.393107011410309,0.283632596825026,0.195133210747009,0.232214560838534,0.895650342887875,0.514650100350827,0.657031033014871
"V38",1,38,2,3,0.63389,0.27569,0.5483,0.57603,3,0,2,0,0,-0.393107011410309,-0.232214560838534,0.671108233954272,0.393107011410309,0.173287019768846,0.195133210747009,0.232214560838534,0.895650342887875,0.615975387290014,0.657031033014871
"V39",1,39,3,4,0.65477,0.27343,0.49715,0.53205,4,1,4,1,0,-0.195133210747009,-0.895650342887875,0.671108233954272,0.240171063622684,0.173287019768846,0.195133210747009,0.232214560838534,0.895650342887875,0.611413177496794,0.657031033014871
"V40",1,40,1,2,0.68273,0.24817,0.55616,0.53199,1,0,1,1,1,0.328891766045728,0.540398934675156,0.671108233954272,0.240171063622684,0.173287019768846,0.155521555449466,0.232214560838534,0.459601065324844,0.708587502387045,0.379411819317021
"V41",1,41,2,3,0.70691,0.23914,0.53713,0.5599,3,0,2,0,0,-0.240171063622684,-0.232214560838534,0.799061621962528,0.240171063622684,0.173287019768846,0.155521555449466,0.232214560838534,0.459601065324844,0.689761166841937,0.379411819317021
"V42",1,42,3,1,0.68576,0.2,0.49724,0.58315,1,1,1,1,1,0.200938378037472,0.540398934675156,0.799061621962528,0.146733937903349,0.173287019768846,0.155521555449466,0.232214560838534,0.459601065324844,0.724957140384923,0.379411819317021
"V43",1,43,4,3,0.67643,0.21234,0.50894,0.56068,4,1,4,1,0,-0.155521555449466,-0.722695437958197,0.839851714722225,0.146733937903349,0.173287019768846,0.155521555449466,0.232214560838534,0.722695437958197,0.762180808132833,0.419691945252788
"V44",1,44,4,2,0.6791,0.23147,0.50577,0.56611,4,0,2,0,1,0.853266062096651,0.767785439161466,0.839851714722225,0.146733937903349,0.173287019768846,0.123950987721817,0.232214560838534,0.370849624329987,0.803520006643286,0.348168866873385
"V45",1,45,2,3,0.67626,0.25434,0.47932,0.59064,3,0,2,0,0,-0.478692031079053,-0.232214560838534,0.839851714722225,0.478692031079053,0.173287019768846,0.123950987721817,0.232214560838534,0.370849624329987,0.473607619649141,0.348168866873385
"V46",1,46,3,4,0.65117,0.23634,0.48081,0.57024,4,1,4,1,0,-0.123950987721817,-0.370849624329987,0.839851714722225,0.292459739752543,0.173287019768846,0.123950987721817,0.232214560838534,0.370849624329987,0.497568140186532,0.348168866873385
"V47",1,47,3,1,0.66235,0.25642,0.51998,0.59656,1,0,1,1,1,0.160148285277775,0.809699305347424,0.839851714722225,0.292459739752543,0.173287019768846,0.0987891827136861,0.232214560838534,0.190300694652576,0.687684121457177,0.489309619822299
"V48",1,48,1,3,0.6812,0.27087,0.52955,0.60031,1,0,1,1,1,0.0978435461492346,0.809699305347424,0.902156453850765,0.292459739752543,0.173287019768846,0.0987891827136861,0.232214560838534,0.190300694652576,0.764119929563674,0.489309619822299
"V49",1,49,2,1,0.70072,0.25684,0.53245,0.65109,1,1,1,1,0,-0.940221904302924,-0.190300694652576,0.940221904302924,0.292459739752543,0.173287019768846,0.0987891827136861,0.232214560838534,0.190300694652576,0.833457513576836,0.489309619822299
"V50",1,50,1,4,0.71748,0.26541,0.53703,0.69591,4,1,1,0,0,-0.749358719948652,-0.232214560838534,0.749358719948652,0.292459739752543,0.173287019768846,0.0987891827136861,0.232214560838534,0.0976523960370224,0.444828040953201,0.650245624635384
"V51",1,51,3,1,0.6572,0.26841,0.52474,0.67161,1,0,1,1,1,0.469291594500629,0.902347603962978,0.530708405499371,0.292459739752543,0.173287019768846,0.0987891827136861,0.119160407175428,0.0976523960370224,0.347285445485698,0.709287438435645
"V52",1,52,3,4,0.62186,0.26389,0.51977,0.6605,4,1,4,1,1,0.901210817286314,0.902347603962978,0.713283512812345,0.292459739752543,0.173287019768846,0.0987891827136861,0.119160407175428,0.0976523960370224,0.439421240454278,0.709287438435645
"V53",1,53,4,3,0.63145,0.25089,0.51782,0.6843,4,0,4,1,1,0.718266806330402,0.46303775057743,0.713283512812345,0.292459739752543,0.173287019768846,0.281733193669598,0.119160407175428,0.53696224942257,0.268317222563752,0.40205501312838
"V54",1,54,3,2,0.60271,0.26098,0.50662,0.67866,3,0,2,0,0,-0.292459739752543,-0.119160407175428,0.713283512812345,0.292459739752543,0.173287019768846,0.561170628266446,0.119160407175428,0.53696224942257,0.275056243474877,0.40205501312838
"V55",1,55,3,1,0.61449,0.26862,0.5144,0.69237,1,0,1,1,1,0.286716487187655,0.46303775057743,0.713283512812345,0.178680015172427,0.173287019768846,0.561170628266446,0.119160407175428,0.53696224942257,0.49229872333441,0.40205501312838
"V56",1,56,1,2,0.62758,0.29197,0.50699,0.70846,1,0,2,0,0,-0.178680015172427,-0.119160407175428,0.824828859096221,0.178680015172427,0.173287019768846,0.561170628266446,0.119160407175428,0.53696224942257,0.60330232535346,0.40205501312838
"V57",1,57,2,4,0.66966,0.27339,0.51061,0.71944,4,0,4,1,1,0.438829371733554,0.46303775057743,0.824828859096221,0.109165616604298,0.173287019768846,0.561170628266446,0.119160407175428,0.53696224942257,0.712815498466243,0.40205501312838
"V58",1,58,1,3,0.71685,0.24231,0.54461,0.72435,1,1,1,1,1,0.175171140903779,0.46303775057743,0.824828859096221,0.109165616604298,0.173287019768846,0.731894588753301,0.119160407175428,0.53696224942257,0.636642261115129,0.40205501312838
"V59",1,59,2,4,0.70001,0.22314,0.52952,0.69492,4,1,4,1,0,-0.731894588753301,-0.762393164764692,0.860388253752798,0.109165616604298,0.173287019768846,0.731894588753301,0.119160407175428,0.762393164764692,0.731170894859389,0.469820714118337
"V60",1,60,1,3,0.69174,0.20632,0.56946,0.72473,1,1,3,0,0,-0.173287019768846,-0.119160407175428,0.860388253752798,0.109165616604298,0.173287019768846,0.583321436839038,0.119160407175428,0.39122042826717,0.498566937034345,0.353176590983313
"V61",1,61,1,4,0.69175,0.21145,0.58083,0.75133,4,0,4,1,1,0.416678563160962,0.60877957173283,0.860388253752798,0.109165616604298,0.122724771871026,0.583321436839038,0.0611469090781392,0.39122042826717,0.663399063576617,0.618228742287204
"V62",1,62,4,3,0.71231,0.2,0.54793,0.73827,4,1,4,1,0,-0.745427756823481,-0.39122042826717,0.860388253752798,0.109165616604298,0.122724771871026,0.745427756823481,0.0611469090781392,0.39122042826717,0.62317500548643,0.618228742287204
"V63",1,63,2,1,0.73454,0.22608,0.52928,0.74656,1,1,2,0,1,0.890834383395702,0.938853090921861,0.860388253752798,0.109165616604298,0.122724771871026,0.59410739859499,0.0611469090781392,0.200753929294194,0.438020930279561,0.613482298108372
"V64",1,64,2,4,0.72718,0.23513,0.55995,0.73579,4,1,2,0,1,0.630903841631875,0.481770463437682,0.860388253752798,0.369096158368125,0.122724771871026,0.59410739859499,0.518229536562318,0.200753929294194,0.2728325277325,0.336036878223169
"V65",1,65,3,1,0.77817,0.22204,0.54814,0.7547,1,0,3,0,0,-0.122724771871026,-0.752780513069349,0.860388253752798,0.553183324751565,0.122724771871026,0.59410739859499,0.752780513069349,0.200753929294194,0.321187031086464,0.427554676279994
"V66",1,66,4,3,0.76459,0.2,0.53477,0.78407,4,1,4,1,1,0.40589260140501,0.799246070705806,0.860388253752798,0.553183324751565,0.0749794283428612,0.59410739859499,0.752780513069349,0.200753929294194,0.600517536402356,0.427554676279994
"V67",1,67,2,4,0.7619,0.2,0.54964,0.76729,4,1,4,1,0,-0.676502792762536,-0.589868581562001,0.860388253752798,0.553183324751565,0.0749794283428612,0.676502792762536,0.752780513069349,0.589868581562001,0.59729763883503,0.31362964136917
"V68",1,68,2,4,0.79957,0.2,0.58321,0.8,4,0,2,0,0,-0.553183324751565,-0.752780513069349,0.860388253752798,0.553183324751565,0.0749794283428612,0.539174065724481,0.752780513069349,0.302689805949742,0.459764036574432,0.362103768847292
"V69",1,69,2,4,0.73978,0.2,0.58569,0.8,4,0,2,0,0,-0.337970638089798,-0.752780513069349,0.860388253752798,0.337970638089798,0.0749794283428612,0.539174065724481,0.752780513069349,0.302689805949742,0.45326040459495,0.362103768847292
"V70",1,70,1,4,0.74956,0.20346,0.55872,0.8,4,0,4,1,1,0.460825934275519,0.697310194050258,0.860388253752798,0.206485168840047,0.0749794283428612,0.539174065724481,0.752780513069349,0.302689805949742,0.55812783147307,0.362103768847292
"V71",1,71,2,3,0.76764,0.24754,0.54518,0.78581,3,1,2,0,0,-0.206485168840047,-0.752780513069349,0.860388253752798,0.206485168840047,0.0749794283428612,0.718455658211733,0.752780513069349,0.302689805949742,0.548607102580873,0.362103768847292
"V72",1,72,4,3,0.78366,0.23034,0.56055,0.78864,4,1,4,1,1,0.281544341788267,0.697310194050258,0.860388253752798,0.146236257478766,0.0749794283428612,0.718455658211733,0.386287716528869,0.302689805949742,0.67162751542832,0.304395864433389
"V73",1,73,1,4,0.75914,0.22687,0.57047,0.76987,1,0,4,0,1,0.224391398036679,0.613712283471131,0.860388253752798,0.146236257478766,0.0749794283428612,0.775608601963321,0.386287716528869,0.642176759499668,0.695149915033747,0.303538888542028
"V74",1,74,4,1,0.75787,0.2,0.56401,0.73595,1,1,1,1,0,-0.860388253752798,-0.642176759499668,0.860388253752798,0.146236257478766,0.0749794283428612,0.862906742515464,0.386287716528869,0.642176759499668,0.735565384731934,0.303538888542028
"V75",1,75,1,3,0.77618,0.2,0.59619,0.71397,1,0,3,0,0,-0.0749794283428612,-0.386287716528869,0.685731142340338,0.146236257478766,0.0749794283428612,0.862906742515464,0.386287716528869,0.329531636019094,0.436209937397994,0.330806641290428
"V76",1,76,3,1,0.8,0.2,0.57751,0.69525,1,1,1,1,1,0.314268857659662,0.670468363980906,0.685731142340338,0.146236257478766,0.0458091271135581,0.862906742515464,0.386287716528869,0.329531636019094,0.681746027172169,0.330806641290428
"V77",1,77,4,2,0.7824,0.2,0.57445,0.63913,4,1,2,0,0,-0.146236257478766,-0.386287716528869,0.749527097999097,0.146236257478766,0.0458091271135581,0.862906742515464,0.386287716528869,0.655950587414885,0.683747803580276,0.330166189166797
"V78",1,78,2,1,0.77048,0.2,0.6179,0.65761,1,1,1,1,1,0.250472902000903,0.344049412585115,0.749527097999097,0.103566968618273,0.0458091271135581,0.862906742515464,0.198222718774524,0.655950587414885,0.769149073358536,0.472595167561968
"V79",1,79,4,3,0.74938,0.2,0.67849,0.68064,3,1,4,0,0,-0.862906742515464,-0.198222718774524,0.800372601014463,0.103566968618273,0.0458091271135581,0.862906742515464,0.198222718774524,0.8234517769081,0.759292693882046,0.564697036208548
"V80",1,80,4,3,0.77363,0.21982,0.65113,0.6613,4,0,4,1,1,0.388874981735826,0.1765482230919,0.800372601014463,0.103566968618273,0.0458091271135581,0.611125018264174,0.101717565837814,0.8234517769081,0.446753632811319,0.683785599845031
"V81",1,81,1,4,0.77415,0.24204,0.63744,0.65924,1,0,1,1,1,0.199627398985537,0.1765482230919,0.800372601014463,0.103566968618273,0.0458091271135581,0.762414520044616,0.101717565837814,0.8234517769081,0.52931956821906,0.683785599845031
"V82",1,82,4,3,0.78524,0.2769,0.66942,0.64607,3,0,3,1,1,0.954190872886442,0.1765482230919,0.878036454830506,0.103566968618273,0.0458091271135581,0.762414520044616,0.101717565837814,0.8234517769081,0.665473115481559,0.683785599845031
"V83",1,83,4,1,0.78071,0.25974,0.6548,0.63886,1,0,4,0,1,0.237585479955384,0.898282434162186,0.878036454830506,0.103566968618273,0.417031418447542,0.762414520044616,0.101717565837814,0.8234517769081,0.354207643713844,0.683785599845031
"V84",1,84,2,1,0.76741,0.23493,0.64936,0.60633,1,0,1,1,0,-0.878036454830506,-0.8234517769081,0.878036454830506,0.103566968618273,0.417031418447542,0.854845739796199,0.101717565837814,0.8234517769081,0.559255392695612,0.683785599845031
"V85",1,85,3,4,0.78985,0.23181,0.63738,0.65108,4,1,4,1,1,0.145154260203801,0.1765482230919,0.53644158749442,0.103566968618273,0.417031418447542,0.854845739796199,0.101717565837814,0.8234517769081,0.339597875435534,0.683785599845031
"V86",1,86,2,3,0.78084,0.25346,0.627,0.63768,3,1,2,0,0,-0.103566968618273,-0.101717565837814,0.53644158749442,0.103566968618273,0.417031418447542,0.884311767122617,0.101717565837814,0.909404655445542,0.598413737883693,0.7539417801453
"V87",1,87,3,1,0.75456,0.28623,0.62445,0.58571,1,0,1,1,0,-0.53644158749442,-0.909404655445542,0.53644158749442,0.0733478630656004,0.417031418447542,0.884311767122617,0.0521961522066451,0.909404655445542,0.748112796934801,0.826446012456997
"V88",1,88,2,3,0.77605,0.2771,0.66844,0.61626,3,0,3,1,1,0.582968581552458,0.0905953445544582,0.32774217426893,0.0733478630656004,0.417031418447542,0.884311767122617,0.0521961522066451,0.909404655445542,0.605177340985193,0.826446012456997
"V89",1,89,2,4,0.72869,0.29732,0.70248,0.58449,4,1,4,1,1,0.115688232877383,0.0905953445544582,0.32774217426893,0.0733478630656004,0.643831882347369,0.884311767122617,0.0521961522066451,0.909404655445542,0.51066913905774,0.826446012456997
"V90",1,90,1,3,0.76332,0.29277,0.73695,0.58729,1,1,1,1,1,0.67225782573107,0.0464888080503005,0.32774217426893,0.0733478630656004,0.643831882347369,0.907796249262678,0.0521961522066451,0.953511191949699,0.698354805935761,0.868117243368844
"V91",1,91,4,2,0.73392,0.30736,0.74432,0.57508,4,0,4,1,1,0.0922037507373225,0.0238556328094602,0.46420918140725,0.0733478630656004,0.643831882347369,0.907796249262678,0.0521961522066451,0.97614436719054,0.512191146590848,0.911011760704169
"V92",1,92,4,3,0.72678,0.27881,0.75857,0.61484,3,1,3,1,0,-0.643831882347369,-0.97614436719054,0.46420918140725,0.0733478630656004,0.643831882347369,0.943667570809441,0.0521961522066451,0.97614436719054,0.710908856879564,0.911011760704169
"V93",1,93,3,1,0.70428,0.29417,0.75676,0.59708,3,0,3,1,1,0.486864714584958,0.49909359759182,0.46420918140725,0.0733478630656004,0.513135285415042,0.943667570809441,0.0521961522066451,0.50090640240818,0.532717860430816,0.465381425773727
"V94",1,94,1,4,0.71249,0.26901,0.73719,0.5903,1,1,4,0,1,0.0563324291905591,0.947803847793355,0.46420918140725,0.0733478630656004,0.702547110714909,0.943667570809441,0.0521961522066451,0.50090640240818,0.522881272271538,0.465381425773727
"V95",1,95,4,2,0.67741,0.26978,0.73871,0.62204,4,1,4,1,1,0.0398955705428722,0.49909359759182,0.46420918140725,0.0733478630656004,0.702547110714909,0.960104429457128,0.513636474742749,0.50090640240818,0.734247832514519,0.25783296157614
"V96",1,96,4,1,0.72446,0.29658,0.73833,0.62609,1,1,4,0,1,0.031796848740503,0.486363525257251,0.46420918140725,0.0733478630656004,0.702547110714909,0.968203151259497,0.513636474742749,0.743891183684026,0.847698608287924,0.379931987265937
"V97",1,97,1,3,0.74163,0.29956,0.74632,0.60881,1,1,3,0,1,0.297452889285091,0.249576406818127,0.46420918140725,0.0733478630656004,0.702547110714909,0.977480938773711,0.750423593181873,0.743891183684026,0.908229644659726,0.44709353151113
"V98",1,98,1,4,0.73042,0.32884,0.75333,0.59223,1,1,4,0,1,0.0225190612262888,0.128069601451509,0.46420918140725,0.0733478630656004,0.789338878188421,0.977480938773711,0.871930398548491,0.743891183684026,0.804912569334232,0.599460260124707
"V99",1,99,2,4,0.73984,0.33698,0.76895,0.59646,4,1,4,1,0,-0.984051623396649,-0.743891183684026,0.46420918140725,0.0733478630656004,0.789338878188421,0.984051623396649,0.934281356859581,0.743891183684026,0.8915959589358,0.736325638412152
"V100",1,100,2,3,0.71415,0.29633,0.79782,0.59879,3,0,3,1,1,0.210661121811579,0.618273823907039,0.46420918140725,0.0733478630656004,0.789338878188421,0.784291092876224,0.934281356859581,0.381726176092961,0.451746519669848,0.495106334908282
"V101",1,101,3,4,0.67902,0.28671,0.76457,0.61639,3,0,3,1,0,-0.87129533633114,-0.381726176092961,0.46420918140725,0.0733478630656004,0.87129533633114,0.784291092876224,0.934281356859581,0.381726176092961,0.621323656169597,0.495106334908282
"V102",1,102,2,3,0.71098,0.26849,0.76799,0.64874,3,1,2,0,1,0.9266521369344,0.0657186431404188,0.46420918140725,0.0733478630656004,0.532323061105916,0.784291092876224,0.934281356859581,0.381726176092961,0.373874577344934,0.495106334908282
"V103",1,103,2,1,0.72772,0.26927,0.76234,0.66255,1,0,2,0,0,-0.343729424969208,-0.966276618282029,0.46420918140725,0.343729424969208,0.532323061105916,0.784291092876224,0.966276618282029,0.381726176092961,0.222916007450753,0.715709795755333
"V104",1,104,1,3,0.72486,0.28012,0.74699,0.6582,3,1,1,0,1,0.53579081859275,0.0337233817179714,0.46420918140725,0.210003533890424,0.532323061105916,0.784291092876224,0.966276618282029,0.381726176092961,0.440595776571673,0.715709795755333
"V105",1,105,1,4,0.755,0.23941,0.76074,0.63582,1,1,4,0,1,0.215708907123776,0.0173050814829827,0.620543961861089,0.210003533890424,0.532323061105916,0.784291092876224,0.982694918517017,0.381726176092961,0.452457104217234,0.841572846839708
"V106",1,106,3,2,0.76051,0.23452,0.79037,0.6323,3,0,2,0,0,-0.210003533890424,-0.991119934304421,0.620543961861089,0.210003533890424,0.532323061105916,0.847231336469247,0.991119934304421,0.381726176092961,0.619141734867681,0.91246034238897
"V107",1,107,3,2,0.78077,0.2045,0.78278,0.61532,3,0,2,0,0,-0.128302906422449,-0.991119934304421,0.620543961861089,0.128302906422449,0.532323061105916,0.847231336469247,0.991119934304421,0.381726176092961,0.704964341186659,0.91246034238897
"V108",1,108,3,4,0.78299,0.2,0.74525,0.5992,3,0,4,0,1,0.152768663530753,0.00888006569557886,0.620543961861089,0.0783874227804046,0.532323061105916,0.847231336469247,0.991119934304421,0.381726176092961,0.788716422647394,0.91246034238897
"V109",1,109,1,4,0.79717,0.2,0.77306,0.57536,1,1,4,0,0,-0.906665077591047,-0.991119934304421,0.620543961861089,0.0783874227804046,0.532323061105916,0.906665077591047,0.991119934304421,0.381726176092961,0.818109242946949,0.91246034238897
"V110",1,110,3,4,0.8,0.2,0.78183,0.55373,3,0,3,1,1,0.467676938894084,0.618273823907039,0.620543961861089,0.0783874227804046,0.532323061105916,0.642115404599922,0.508591082768142,0.381726176092961,0.454045451856658,0.458579938840423
"V111",1,111,2,3,0.79686,0.21914,0.77232,0.54228,3,1,2,0,1,0.921612577219595,0.491408917231858,0.620543961861089,0.0783874227804046,0.714269996245995,0.642115404599922,0.508591082768142,0.381726176092961,0.493365337196436,0.458579938840423
"V112",1,112,1,3,0.8,0.23789,0.77419,0.51189,1,0,3,0,1,0.285730003754005,0.252165438960999,0.620543961861089,0.347298525627496,0.714269996245995,0.642115404599922,0.747834561039001,0.381726176092961,0.284916405632611,0.483701202300161
"V113",1,113,2,3,0.79033,0.24337,0.8,0.45811,3,0,3,1,1,0.174568442990414,0.618273823907039,0.620543961861089,0.347298525627496,0.825431557009586,0.642115404599922,0.747834561039001,0.381726176092961,0.500586430752855,0.483701202300161
